FID,REPORTDATE,BLOCKADD,OFFENSE
9908,2013-11-19 00:00:00,1300 Block 28th St,Trespassing
9909,2013-11-19 00:00:00,3000 Block Oneal Pkwy,Burglary
9910,2013-11-19 00:00:00,2000 Block 18th St,Vandalism
9911,2013-11-20 00:00:00,4400 Block Nassau Pl,Incident
9912,2013-11-20 00:00:00,900 Block Marine St,Trespassing
9913,2013-11-20 00:00:00,2900 Block Shady Hollow W,Vandalism
9914,2013-11-21 00:00:00,2100 Block Canyon Blvd,Vandalism
9915,2013-11-20 00:00:00,600 Block S Broadway,Theft From Vehicle
9916,2013-11-26 00:00:00,600 Block Arapahoe Ave,Vandalism
9917,2013-11-23 00:00:00,1200 Block Canyon Blvd,Trespassing
9918,2013-11-23 00:00:00,800 Block North St,Theft From Vehicle
9919,2013-12-03 00:00:00,700 Block 28th St,Burglary
9920,2013-12-03 00:00:00,800 Block Gillaspie Dr,Vandalism
9921,2013-12-03 00:00:00,1100 Block Marine St,Burglary
9922,2013-12-03 00:00:00,2800 Block E Aurora Ave,Vandalism
9923,2013-12-03 00:00:00,800 Block 20th St,Trespassing
9924,2013-12-03 00:00:00,1000 Block 14th St,Theft From Vehicle
9925,2013-12-03 00:00:00,4700 Block Shoup Pl,Vandalism
9926,2013-12-04 00:00:00,1000 Block Canyon Blvd,Trespassing
9927,2013-12-03 00:00:00,1800 Block 28th St,Trespassing
9928,2013-12-03 00:00:00,00 Block S 32nd St,Vandalism
9929,2013-12-04 00:00:00,900 Block Marine St,Burglary
9930,2013-12-03 00:00:00,4600 Block Nautilus Ct S,Theft From Vehicle
9931,2013-12-03 00:00:00,2900 Block Baseline Rd,Theft From Vehicle
9932,2013-12-03 00:00:00,700 Block Arapahoe Ave,Theft From Vehicle
9933,2013-12-03 00:00:00,1200 Block Alpine Ave,Theft From Vehicle
9934,2013-12-04 00:00:00,3200 Block 4th St,Auto Theft
9935,2013-12-03 00:00:00,2900 Block Broadway,Vandalism
9936,2013-11-25 00:00:00,2100 Block Mesa Dr,Sex Assault
9937,2013-11-24 00:00:00,1000 Block Pearl St,Vandalism
9938,2013-11-25 00:00:00,1500 Block Spruce St,Sex Assault
9939,2013-11-25 00:00:00,2800 Block Pearl St,Trespassing
9940,2013-11-22 00:00:00,14th St & Euclid Ave,Vandalism
9941,2013-11-24 00:00:00,1100 Block Spruce St,Vandalism
9942,2014-03-29 00:00:00,900 Block Broadway,Indecent Exposure
9943,2014-03-28 00:00:00,15th St & Spruce St,Robbery
9944,2014-03-30 00:00:00,5000 Block Butte St,Burglary
9945,2014-03-31 00:00:00,2000 Block Broadway,Trespassing
9946,2014-03-31 00:00:00,1100 Block Portland Pl,Theft From Vehicle
9947,2014-03-31 00:00:00,5600 Block Arapahoe Ave,Homicide
9948,2014-03-31 00:00:00,1100 Block 30th St,Vandalism
9949,2014-04-01 00:00:00,2600 Block Juniper Ave,Burglary
9950,2014-04-01 00:00:00,Crime occurred at an unknown location,Incident
9951,2014-04-01 00:00:00,2500 Block Arapahoe Ave,Trespassing
9952,2014-04-01 00:00:00,1000 Block Canyon Blvd,Vandalism
9953,2014-04-02 00:00:00,9th St & Arapahoe Ave,Assault
9954,2014-04-02 00:00:00,1800 Block 19th St,Burglary
9955,2014-04-02 00:00:00,800 Block 28th Frontage Rd,Burglary
9956,2014-04-02 00:00:00,2800 Block 29th St,Burglary
9957,2014-04-02 00:00:00,Edison Ave & Edison Ln,Motorcycle Theft
9958,2014-04-04 00:00:00,800 Block Broadway,Vandalism
9959,2014-04-03 00:00:00,2900 Block Regis Dr,Vandalism
9960,2014-03-31 00:00:00,1700 Block 22nd St,Assault
9961,2014-01-13 00:00:00,3600 Block Table Mesa Dr,Trespassing
9962,2014-04-06 00:00:00,1500 Block Broadway,Burglary
9963,2014-04-05 00:00:00,3000 Block 28th St,Vandalism
9964,2014-04-05 00:00:00,1000 Block Adams Cir,Sex Assault
9965,2014-04-06 00:00:00,17th St & Broadway,Motorcycle Theft
9966,2014-04-04 00:00:00,1200 Block Spruce St,Incident
9967,2014-03-31 00:00:00,800 Block Pearl St,Robbery
9968,2014-03-31 00:00:00,2900 Block E Aurora Ave,Motorcycle Theft
9969,2014-04-01 00:00:00,1200 Block College Ave,Vandalism
9970,2014-04-02 00:00:00,2100 Block 17th St,Burglary
9971,2014-04-07 00:00:00,13th St & Pennsylvania Ave,Vandalism
9972,2014-04-10 00:00:00,2800 Block Mapleton St,Robbery
9973,2014-04-09 00:00:00,1400 Block Canyon Blvd,Trespassing
9974,2014-04-04 00:00:00,4600 Block Broadway,Trespassing
9975,2014-04-05 00:00:00,700 Block 7th St,Trespassing
9976,2014-04-05 00:00:00,1000 Block Lincoln Pl,Burglary
9977,2014-04-05 00:00:00,5600 Block Arapahoe Ave,Assault
9978,2014-04-04 00:00:00,1300 Block Broadway,Robbery
9979,2014-04-05 00:00:00,4900 Block Thunderbird Cir,Trespassing
9980,2014-04-05 00:00:00,2700 Block 4th St,Theft From Vehicle
9981,2014-04-04 00:00:00,2800 Block Iris Ave,Trespassing
9982,2014-04-04 00:00:00,5200 Block Valmont Rd,Theft From Vehicle
9983,2014-04-05 00:00:00,800 Block 19th St,Burglary
9984,2014-04-07 00:00:00,3600 Block Hayden Pl,Trespassing
9985,2014-04-07 00:00:00,3700 Block Moffit Ct,Incident
9986,2014-04-07 00:00:00,1900 Block Grove St,Vandalism
9987,2014-04-07 00:00:00,4800 Block 6th St,Burglary
9988,2014-04-07 00:00:00,2800 Block Darley Ave,Vandalism
9989,2014-04-07 00:00:00,1800 Block Canyon Blvd,Vandalism
9990,2014-04-07 00:00:00,1800 Block Grove St,Vandalism
9991,2014-04-07 00:00:00,1000 Block 14th St,Burglary
9992,2014-04-06 00:00:00,1000 Block 11th St,Burglary
9993,2014-04-05 00:00:00,1000 Block 12th St,Vandalism
9994,2014-03-20 00:00:00,1300 Block Broadway,Vandalism
9995,2014-04-08 00:00:00,3300 Block 4th St,Burglary
9996,2014-04-08 00:00:00,1000 Block Canyon Blvd,Trespassing
9997,2014-04-07 00:00:00,1300 Block Cascade Ave,Vandalism
9998,2014-04-08 00:00:00,24th St & Pine St,Assault
9999,2014-04-08 00:00:00,600 Block S 41st St,Incident
10000,2014-04-08 00:00:00,900 Block Marine St,Burglary
10001,2014-04-08 00:00:00,1200 Block 13th St,Vandalism
10002,2014-04-07 00:00:00,4500 Block 19th St,Auto Theft
10003,2014-04-08 00:00:00,1700 Block 38th St,Burglary
10004,2014-04-07 00:00:00,13th St & College Ave,Vandalism
10005,2014-04-16 00:00:00,1600 Block 28th St,Trespassing
10006,2014-04-18 00:00:00,1100 Block 11th St,Vandalism
10007,2014-08-30 00:00:00,30th St & Baseline Rd,Robbery
10008,2014-08-29 00:00:00,900 Block 10th St,Burglary
10009,2014-08-31 00:00:00,900 Block Walnut St,Vandalism
10010,2014-08-31 00:00:00,2200 Block Pearl St,Burglary
10011,2014-08-29 00:00:00,1000 Block Marine St,Recovery
10012,2014-08-29 00:00:00,1600 Block Arapahoe Ave,Vandalism
10013,2014-08-31 00:00:00,3200 Block 34th St,Vandalism
10014,2014-09-02 00:00:00,2600 Block Table Mesa Dr,Burglary
10015,2014-09-02 00:00:00,1900 Block 28th St,Trespassing
10016,2014-09-02 00:00:00,3200 Block Airport Rd,Theft From Vehicle
10017,2014-09-02 00:00:00,1900 Block Walnut St,Vandalism
10018,2014-09-02 00:00:00,26th St & Walnut St,Trespassing
10019,2014-09-02 00:00:00,800 Block 18th St,Theft From Vehicle
10020,2014-09-06 00:00:00,1100 Block Hartford Dr,Vandalism
10021,2014-09-08 00:00:00,3300 Block Walnut St,Burglary
10022,2014-09-06 00:00:00,1200 Block Pearl St,Trespassing
10023,2014-09-07 00:00:00,5th St & Canyon Blvd,Assault
10024,2014-08-08 00:00:00,500 Block 30th St,Sex Assault
10025,2014-09-04 00:00:00,10th St & College Ave,Assault
10026,2014-09-07 00:00:00,1100 Block University Ave,Burglary
10027,2014-09-05 00:00:00,1000 Block Pearl St,Sex Assault
10028,2014-09-04 00:00:00,2800 Block 28th St,Vandalism
10029,2014-09-05 00:00:00,30th St & Shadow Creek Dr,Vandalism
10030,2014-09-04 00:00:00,1100 Block 35th St,Recovery
10031,2014-09-06 00:00:00,1400 Block Canyon Blvd,Vandalism
10032,2014-09-05 00:00:00,2300 Block Pearl St,Theft From Vehicle
10033,2014-09-06 00:00:00,2900 Block Baseline Rd,Burglary
10034,2014-09-05 00:00:00,2500 Block Pearl St,Trespassing
10035,2014-09-08 00:00:00,1100 Block Pleasant St,Theft From Vehicle
10036,2014-09-08 00:00:00,2900 Block Pearl St,Assault
10037,2014-09-08 00:00:00,1200 Block College Ave,Indecent Exposure
10038,2014-09-08 00:00:00,30th St & Bluff St,Trespassing
10039,2014-09-08 00:00:00,1000 Block 13th St,Vandalism
10040,2014-09-08 00:00:00,2700 Block Moorhead Ave,Trespassing
10041,2014-09-10 00:00:00,700 Block Arapahoe Ave,Burglary
10042,2014-09-10 00:00:00,500 Block 30th St,Trespassing
10043,2014-09-10 00:00:00,2800 Block Valmont Rd,Trespassing
10044,2014-09-10 00:00:00,14th St & Yarmouth Ave,Auto Theft
10045,2014-09-10 00:00:00,1400 Block Spruce St,Trespassing
10046,2014-09-10 00:00:00,11th St & Spruce St,Trespassing
10047,2014-09-10 00:00:00,4400 Block Hamilton Ct,Burglary
10048,2014-09-11 00:00:00,18th St & Cascade Ave,Theft From Vehicle
10049,2014-09-11 00:00:00,32nd St & Iron Forge Pl,Vandalism
10050,2014-09-15 00:00:00,2000 Block 13th St,Vandalism
10051,2014-09-25 00:00:00,1100 Block Canyon Blvd,Vandalism
10052,2014-09-25 00:00:00,4400 Block 9th St,Burglary
10053,2014-09-16 00:00:00,900 Block 6th St,Vandalism
10054,2014-09-16 00:00:00,1100 Block 9th St,Vandalism
10055,2014-09-16 00:00:00,1600 Block Balsam Ave,Vandalism
10056,2014-09-16 00:00:00,2300 Block 30th St,Vandalism
10057,2014-09-17 00:00:00,1900 Block Edgewood Dr,Vandalism
10058,2014-09-18 00:00:00,3300 Block Hickok Pl,Theft From Vehicle
10059,2014-09-20 00:00:00,800 Block 17th St,Burglary
10060,2014-09-14 00:00:00,800 Block 17th St,Vandalism
10061,2014-09-13 00:00:00,1600 Block Arapahoe Ave,Trespassing
10062,2014-09-13 00:00:00,900 Block Pleasant St,Vandalism
10063,2014-09-13 00:00:00,1500 Block Pearl St,Trespassing
10064,2014-09-13 00:00:00,200 Block 29th St,Trespassing
10065,2014-09-12 00:00:00,700 Block 19th St,Vandalism
10066,2014-09-13 00:00:00,3300 Block Berkley Ct,Burglary
10067,2014-09-14 00:00:00,2100 Block Canyon Blvd,Vandalism
10068,2014-09-14 00:00:00,1800 Block 22nd St,Theft From Vehicle
10069,2014-09-13 00:00:00,2000 Block 13th St,Trespassing
10070,2014-09-12 00:00:00,1100 Block Pleasant St,Burglary
10071,2014-09-12 00:00:00,3200 Block Iris Ave,Vandalism
10072,2013-07-29 00:00:00,Arapahoe Ave & Lincoln Pl,Vandalism
10073,2013-07-30 00:00:00,300 Block S 36th St,Auto Theft
10074,2013-07-08 00:00:00,4700 Block Spine Rd,Theft From Vehicle
10075,2013-07-26 00:00:00,1200 Block Pearl St,Trespassing
10076,2013-07-30 00:00:00,2200 Block Pearl St,Burglary
10077,2013-07-12 00:00:00,1700 Block Bear Mountain Dr,Burglary
10078,2013-07-14 00:00:00,28th St & Iris Ave,Trespassing
10079,2013-07-14 00:00:00,4400 Block Comanche Dr,Burglary
10080,2013-07-12 00:00:00,Eastridge Ave & Pennsylvania Ave,Burglary
10081,2013-07-13 00:00:00,1500 Block Pearl St,Burglary
10082,2013-07-13 00:00:00,2800 Block E Aurora Ave,Burglary
10083,2013-07-12 00:00:00,1700 Block 30th St,Burglary
10084,2013-05-28 00:00:00,19th St & Arapahoe Ave,Vandalism
10085,2013-07-16 00:00:00,700 Block 20th St,Vandalism
10086,2013-07-16 00:00:00,1900 Block 30th St,Motorcycle Theft
10087,2013-07-19 00:00:00,4900 Block Pearl Pkwy,Theft From Vehicle
10088,2013-07-20 00:00:00,1800 Block 15th St,Vandalism
10089,2013-07-20 00:00:00,1200 Block Pearl St,Trespassing
10090,2013-07-19 00:00:00,800 Block Aurora Ave,Theft From Vehicle
10091,2013-07-21 00:00:00,300 Block Pearl St,Trespassing
10092,2013-07-20 00:00:00,1100 Block College Ave,Trespassing
10093,2013-07-19 00:00:00,1200 Block Canyon Blvd,Trespassing
10094,2013-07-22 00:00:00,1900 Block Spruce St,Vandalism
10095,2013-07-20 00:00:00,3200 Block 30th St,Auto Theft
10096,2009-03-06 00:00:00,3400 Block 28th St,Theft From Vehicle
10097,2013-07-19 00:00:00,Comanche Dr & Inca Pkwy,Robbery
10098,2013-07-19 00:00:00,10th St & Pennsylvania Ave,Vandalism
10099,2013-07-22 00:00:00,1700 Block 29th St,Vandalism
10100,2013-07-19 00:00:00,Augusta Dr & Wild Dunes Ct,Vandalism
10101,2013-07-20 00:00:00,14th St & Pine St,Theft From Vehicle
10102,2013-06-13 00:00:00,3200 Block 30th St,Theft From Vehicle
10103,2013-07-01 00:00:00,1200 Block Lawry Ln,Assault
10104,2013-07-05 00:00:00,1400 Block Canyon Blvd,Incident
10105,2013-07-24 00:00:00,500 Block Boulder Creek Bike Path,Vandalism
10106,2013-07-24 00:00:00,2700 Block Iris Ave,Trespassing
10107,2013-07-24 00:00:00,900 Block Marine St,Vandalism
10108,2013-07-17 00:00:00,5300 Block Arapahoe Ave,Theft From Vehicle
10109,2013-07-17 00:00:00,1000 Block University Ave,Burglary
10110,2013-07-17 00:00:00,2900 Block Kalmia Ave,Motorcycle Theft
10111,2013-07-18 00:00:00,Broadway & Mapleton Ave,Theft From Vehicle
10112,2013-07-18 00:00:00,30th St & Mapleton Ave,Incident
10113,2013-07-18 00:00:00,Foothills Py & Valmont Rd,Auto Theft
10114,2013-07-22 00:00:00,5000 Block 4th St,Incident
10115,2013-07-24 00:00:00,500 Block Boulder Creek Bike Path,Burglary
10116,2013-07-24 00:00:00,900 Block Lee Hill Dr,Burglary
10117,2013-07-24 00:00:00,1700 Block 28th St,Robbery
10118,2013-07-25 00:00:00,800 Block Pearl St,Theft From Vehicle
10119,2013-07-25 00:00:00,12th St & Aurora Ave,Vandalism
10120,2013-07-25 00:00:00,1900 Block 28th St,Trespassing
10121,2013-07-25 00:00:00,800 Block Pine St,Vandalism
10122,2013-07-25 00:00:00,Carlock Dr & Gillaspie Dr,Trespassing
10123,2013-07-25 00:00:00,2900 Block E Aurora Ave,Vandalism
10124,2013-07-25 00:00:00,Manhattan Dr & Tenino Ave,Vandalism
10125,2013-07-25 00:00:00,800 Block 16th St,Vandalism
10126,2013-03-08 00:00:00,1300 Block High St,Incident
10127,2013-04-27 00:00:00,1500 Block Broadway,Burglary
10128,2013-04-30 00:00:00,1000 Block Pleasant St,Burglary
10129,2013-08-12 00:00:00,9th St & Pearl St,Theft From Vehicle
10130,2013-08-13 00:00:00,6500 Block Gunpark Dr,Theft From Vehicle
10131,2013-08-14 00:00:00,1500 Block 48th St,Theft From Vehicle
10132,2013-08-12 00:00:00,700 Block Arapahoe Ave,Vandalism
10133,2013-08-12 00:00:00,3000 Block Madison Ave,Incident
10134,2013-07-23 00:00:00,2900 Block Colorado Ave,Burglary
10135,2013-07-23 00:00:00,1700 Block 13th St,Theft From Vehicle
10136,2013-11-26 00:00:00,2000 Block Walnut St,Trespassing
10137,2013-11-26 00:00:00,1200 Block Pleasant St,Burglary
10138,2013-11-28 00:00:00,1500 Block Bradley Dr,Theft From Vehicle
10139,2013-11-29 00:00:00,1900 Block 15th St,Trespassing
10140,2013-11-28 00:00:00,800 Block Lincoln Pl,Vandalism
10141,2013-11-28 00:00:00,3000 Block 28th St,Burglary
10142,2013-11-28 00:00:00,Arapahoe Ave & Broadway,Vandalism
10143,2013-11-28 00:00:00,4400 Block Broadway,Vandalism
10144,2013-11-27 00:00:00,Spine Rd & Wellington Rd,Vandalism
10145,2013-11-30 00:00:00,2500 Block Baseline Rd,Burglary
10146,2013-12-01 00:00:00,1200 Block College Ave,Vandalism
10147,2013-11-30 00:00:00,700 Block Juniper Ave,Burglary
10148,2013-11-29 00:00:00,5700 Block Arapahoe Ave,Burglary
10149,2013-11-29 00:00:00,3100 Block Pearl Pkwy,Burglary
10150,2013-11-29 00:00:00,3300 Block 30th St,Burglary
10151,2013-11-30 00:00:00,9th St & Arapahoe Ave,Robbery
10152,2013-11-30 00:00:00,1800 Block Broadway,Vandalism
10153,2013-11-30 00:00:00,1900 Block 11th St,Trespassing
10154,2013-11-30 00:00:00,1000 Block 11th St,Sex Assault
10155,2013-12-01 00:00:00,1600 Block 33rd St,Trespassing
10156,2013-11-27 00:00:00,1900 Block 28th St,Robbery
10157,2013-11-27 00:00:00,28th Frontage Rd & Sundown Ln,Vandalism
10158,2013-11-28 00:00:00,1100 Block Pennsylvania Ave,Vandalism
10159,2013-11-27 00:00:00,4800 Block Broadway,Auto Theft
10160,2013-11-27 00:00:00,4900 Block Meredith Way,Burglary
10161,2013-11-30 00:00:00,700 Block Concord Ave,Burglary
10162,2013-12-03 00:00:00,4100 Block E Aurora Ave,Theft From Vehicle
10163,2013-12-02 00:00:00,4200 Block Monroe Dr,Theft From Vehicle
10164,2013-12-02 00:00:00,1400 Block Bluebell Ave,Theft From Vehicle
10165,2013-12-02 00:00:00,2900 Block Pennsylvania Ave,Burglary
10166,2013-12-02 00:00:00,3600 Block Madison Ave,Theft From Vehicle
10167,2013-12-03 00:00:00,Bimini Ct & Martinique Ave,Vandalism
10168,2013-11-30 00:00:00,18th St & Spruce St,Vandalism
10169,2013-10-04 00:00:00,1800 Block 33rd St,Incident
10170,2013-12-05 00:00:00,2400 Block Spruce St,Burglary
10171,2013-12-05 00:00:00,1300 Block High St,Assault
10172,2013-12-05 00:00:00,4500 Block 19th St,Incident
10173,2013-12-05 00:00:00,Crime occurred at an unknown location,Incident
10174,2013-09-29 00:00:00,1600 Block Arapahoe Ave,Theft From Vehicle
10175,2013-12-01 00:00:00,1300 Block Pennsylvania Ave,Burglary
10176,2013-12-01 00:00:00,3100 Block Arnett St,Motorcycle Theft
10177,2013-12-01 00:00:00,2900 Block Moorhead Ave,Burglary
10178,2013-12-01 00:00:00,800 Block Walnut St,Burglary
10179,2013-12-01 00:00:00,4300 Block Monroe Dr,Theft From Vehicle
10180,2013-12-01 00:00:00,3700 Block Walnut St,Vandalism
10181,2013-12-05 00:00:00,6100 Block Longbow Dr,Theft From Vehicle
10182,2013-12-06 00:00:00,1600 Block 9th St,Theft From Vehicle
10183,2013-12-11 00:00:00,800 Block 15th St,Burglary
10184,2013-12-11 00:00:00,1500 Block Pearl St,Trespassing
10185,2013-12-11 00:00:00,2800 Block 28th St,Theft From Vehicle
10186,2013-12-12 00:00:00,2900 Block E College Ave,Theft From Vehicle
10187,2013-12-12 00:00:00,4900 Block Osage Dr,Burglary
10188,2013-12-05 00:00:00,4700 Block Pearl Pkwy,Vandalism
10189,2013-12-07 00:00:00,14th St & Washington St,Vandalism
10190,2013-12-06 00:00:00,4700 Block Cheyenne Ct,Theft From Vehicle
10191,2013-12-07 00:00:00,700 Block Marine St,Theft From Vehicle
10192,2013-12-06 00:00:00,2900 Block Baseline Rd,Trespassing
10193,2013-12-08 00:00:00,2900 Block Shadow Creek Dr,Vandalism
10194,2013-12-06 00:00:00,1100 Block Lincoln Pl,Burglary
10195,2013-12-07 00:00:00,1000 Block Pennsylvania Ave,Theft From Vehicle
10196,2013-12-08 00:00:00,4700 Block Table Mesa Dr,Robbery
10197,2013-12-07 00:00:00,1100 Block College Ave,Incident
10198,2013-12-06 00:00:00,1000 Block Pleasant St,Trespassing
10199,2013-12-08 00:00:00,600 Block Inca Pkwy,Vandalism
10200,2014-04-18 00:00:00,1000 Block Canyon Blvd,Vandalism
10201,2014-04-22 00:00:00,1600 Block 28th St,Theft From Vehicle
10202,2014-04-22 00:00:00,2300 Block Pearl St,Vandalism
10203,2014-04-22 00:00:00,Broadway & Spruce St,Sex Assault
10204,2014-04-22 00:00:00,1800 Block Broadway,Trespassing
10205,2014-04-22 00:00:00,2600 Block Mapleton Ave,Trespassing
10206,2014-04-23 00:00:00,1800 Block Folsom St,Recovery
10207,2014-04-23 00:00:00,1900 Block 11th St,Sex Assault
10208,2014-04-18 00:00:00,2900 Block Glenwood Dr,Vandalism
10209,2014-04-19 00:00:00,2800 Block Kalmia Ave,Trespassing
10210,2014-05-01 00:00:00,4800 Block Kings Ridge Blvd,Vandalism
10211,2014-04-30 00:00:00,5400 Block S Boulder Rd,Vandalism
10212,2014-05-05 00:00:00,1900 Block 28th St,Theft From Vehicle
10213,2017-12-15 00:00:00,900 Block 28th St,Auto Theft
10214,2014-05-05 00:00:00,2800 Block Marine St,Burglary
10215,2014-05-05 00:00:00,5700 Block Arapahoe Ave,Vandalism
10216,2014-05-07 00:00:00,1000 Block Pleasant St,Trespassing
10217,2014-04-08 00:00:00,1100 Block College Ave,Vandalism
10218,2014-04-09 00:00:00,1900 Block Broadway,Vandalism
10219,2014-04-10 00:00:00,1900 Block 11th St,Trespassing
10220,2014-04-09 00:00:00,700 Block 17th St,Vandalism
10221,2014-04-10 00:00:00,1400 Block Pearl St,Trespassing
10222,2014-04-10 00:00:00,1000 Block Walnut St,Trespassing
10223,2014-04-11 00:00:00,3100 Block 34th St,Vandalism
10224,2014-04-13 00:00:00,700 Block 19th St,Burglary
10225,2014-04-13 00:00:00,800 Block Circle Dr,Vandalism
10226,2014-04-12 00:00:00,19th St & Aurora Ave,Vandalism
10227,2014-04-13 00:00:00,1900 Block 13th St,Trespassing
10228,2014-04-13 00:00:00,1000 Block Grandview Ave,Sex Assault
10229,2014-04-11 00:00:00,6300 Block Gunpark Dr,Vandalism
10230,2014-04-11 00:00:00,33rd St & Fisher Dr,Sex Assault
10231,2014-04-11 00:00:00,3100 Block Airport Rd,Vandalism
10232,2014-04-11 00:00:00,1000 Block Pennsylvania Ave,Burglary
10233,2014-04-12 00:00:00,1400 Block Walnut St,Trespassing
10234,2014-04-12 00:00:00,10th St & Pennsylvania Ave,Sex Assault
10235,2014-04-13 00:00:00,1100 Block S Lashley Ln,Trespassing
10236,2014-04-05 00:00:00,1200 Block Linden Ave,Assault
10237,2014-04-16 00:00:00,11th St & Pleasant St,Incident
10238,2014-04-16 00:00:00,4300 Block Table Mesa Dr,Sex Assault
10239,2014-04-11 00:00:00,1300 Block High St,Sex Assault
10240,2014-04-11 00:00:00,1100 Block Lee Hill Dr,Burglary
10241,2014-04-12 00:00:00,900 Block Brooklawn Dr,Vandalism
10242,2014-04-11 00:00:00,6300 Block Lookout Rd,Burglary
10243,2014-04-14 00:00:00,1500 Block Broadway,Vandalism
10244,2014-04-14 00:00:00,4200 Block 26th St,Sex Assault
10245,2014-04-14 00:00:00,2900 Block Pearl St,Trespassing
10246,2014-04-14 00:00:00,4800 Block Broadway,Vandalism
10247,2014-04-16 00:00:00,1500 Block Broadway,Incident
10248,2014-04-24 00:00:00,2900 Block Tincup Cr,Incident
10249,2014-04-28 00:00:00,Ingram Ct & Moorhead Ave,Theft From Vehicle
10250,2014-04-28 00:00:00,1400 Block Canyon Blvd,Robbery
10251,2014-04-28 00:00:00,1900 Block 15th St,Vandalism
10252,2014-04-28 00:00:00,2900 Block Bixby Ave,Vandalism
10253,2014-04-28 00:00:00,3300 Block Sentinel Dr,Incident
10254,2014-05-01 00:00:00,1700 Block Pearl St,Vandalism
10255,2014-05-01 00:00:00,1000 Block 12th St,Burglary
10256,2014-05-02 00:00:00,3rd St & Canyon Bv,Trespassing
10257,2014-04-16 00:00:00,1200 Block Broadway,Incident
